,PH,Solids,Turbidity,Potability
4564,7.8,114,4.67,1
4565,6.9,126,4.84,1
4566,7.1,101,4.21,1
4567,7.0,149,4.27,1
4568,7.0,80,4.68,1
4569,7.5,20,4.91,1
4570,7.5,71,4.64,1
4571,7.9,36,4.54,1
4572,7.9,156,4.36,1
4573,7.1,117,4.79,1
4574,7.1,73,4.33,1
4575,6.9,132,4.73,1
4576,6.9,9,4.57,1
4577,7.0,120,4.55,1
4578,6.7,17,4.81,1
4579,7.8,76,4.52,1
4580,7.9,142,4.78,1
4581,7.7,1,4.25,1
4582,7.7,13,4.6,1
4583,6.7,103,4.23,1
4584,7.2,49,4.7,1
4585,7.9,17,4.79,1
4586,7.4,93,4.46,1
4587,7.6,113,4.46,1
4588,6.8,25,4.54,1
4589,7.5,103,4.96,1
4590,7.0,129,4.33,1
4591,7.8,151,4.68,1
4592,7.1,8,4.23,1
4593,7.4,37,4.77,1
4594,7.9,120,4.59,1
4595,7.3,113,4.67,1
4596,7.0,23,4.51,1
4597,7.9,167,4.7,1
4598,7.2,93,4.73,1
4599,7.4,62,4.83,1
4600,7.5,64,4.88,1
4601,7.4,157,4.64,1
4602,7.4,25,4.36,1
4603,7.3,159,4.67,1
4604,7.0,116,4.34,1
4605,7.7,72,4.25,1
4606,7.0,128,4.41,1
4607,6.8,163,4.63,1
4608,7.0,135,4.77,1
4609,7.6,139,4.74,1
4610,7.9,129,4.88,1
4611,7.4,162,4.78,1
4612,7.7,38,4.37,1
4613,7.8,128,4.46,1
4614,7.5,0,4.53,1
4615,7.0,13,4.99,1
4616,6.8,44,4.7,1
4617,7.2,66,4.24,1
4618,6.7,134,4.77,1
4619,7.2,127,4.38,1
4620,6.8,58,4.68,1
4621,7.1,109,4.38,1
4622,7.6,136,4.32,1
4623,7.8,3,4.71,1
4624,7.3,3,4.26,1
4625,6.7,53,4.83,1
4626,6.9,66,4.98,1
4627,7.7,27,4.87,1
4628,7.6,47,4.38,1
4629,7.8,16,4.92,1
4630,7.8,109,4.89,1
4631,7.1,130,4.67,1
4632,7.2,124,4.22,1
4633,7.2,164,4.92,1
4634,6.8,156,4.28,1
4635,7.9,109,4.52,1
4636,6.7,74,4.43,1
4637,7.3,17,4.74,1
4638,7.8,163,4.87,1
4639,7.9,82,4.6,1
4640,7.7,117,4.97,1
4641,7.5,33,4.49,1
4642,7.3,27,4.31,1
4643,7.9,153,4.9,1
4644,7.9,9,4.82,1
4645,7.6,102,4.5,1
4646,7.1,25,4.44,1
4647,7.0,158,4.6,1
4648,7.7,98,4.83,1
4649,7.9,161,4.87,1
4650,7.1,5,4.48,1
4651,6.8,166,4.21,1
4652,7.0,86,4.68,1
4653,7.8,51,4.67,1
4654,7.1,62,4.42,1
4655,7.8,122,4.72,1
4656,6.7,65,4.34,1
4657,7.0,121,4.3,1
4658,7.2,82,4.85,1
4659,7.0,62,4.62,1
4660,6.8,18,4.55,1
4661,7.9,130,4.7,1
4662,6.9,15,4.62,1
4663,7.9,38,4.49,1
4664,6.9,25,4.21,1
4665,7.0,101,4.27,1
4666,6.8,158,4.55,1
4667,7.1,167,4.45,1
4668,7.6,55,4.31,1
4669,7.2,126,4.69,1
4670,7.1,19,4.6,1
4671,6.9,143,4.89,1
4672,7.4,121,4.88,1
4673,7.8,157,4.62,1
4674,7.8,117,4.24,1
4675,6.9,168,4.44,1
4676,7.5,156,4.37,1
4677,7.7,136,4.53,1
4678,7.4,1,4.74,1
4679,6.7,66,4.62,1
4680,6.7,117,4.37,1
4681,7.2,143,4.7,1
4682,7.7,131,4.28,1
4683,6.9,169,4.52,1
4684,7.3,68,4.71,1
4685,7.0,69,4.88,1
4686,7.7,125,4.43,1
4687,7.0,162,4.95,1
4688,7.5,14,4.45,1
4689,6.7,134,4.75,1
4690,7.9,156,4.8,1
4691,6.9,61,4.52,1
4692,7.8,42,4.46,1
4693,7.8,0,4.85,1
4694,7.6,66,4.42,1
4695,7.1,105,4.55,1
4696,6.7,73,4.85,1
4697,7.1,78,4.61,1
4698,6.9,113,4.23,1
4699,7.0,137,4.38,1
4700,7.3,62,4.33,1
4701,6.9,22,4.81,1
4702,7.5,21,4.85,1
4703,7.6,104,4.79,1
4704,6.8,130,4.76,1
4705,7.8,153,4.73,1
4706,7.0,114,4.64,1
4707,7.4,40,4.44,1
4708,7.4,159,4.54,1
4709,6.9,169,4.22,1
4710,6.7,5,4.92,1
4711,6.7,87,4.56,1
4712,7.5,61,4.41,1
4713,7.0,153,4.7,1
4714,7.7,126,4.7,1
4715,6.9,129,4.5,1
4716,7.1,168,4.33,1
4717,6.9,141,4.8,1
4718,7.9,127,4.51,1
4719,7.5,65,4.99,1
4720,7.6,147,4.47,1
4721,7.8,81,4.79,1
4722,7.4,1,4.62,1
4723,7.2,118,4.98,1
4724,6.7,13,4.89,1
4725,7.7,70,4.34,1
4726,7.8,99,4.87,1
4727,6.9,68,4.76,1
4728,6.7,84,4.64,1
4729,7.4,20,4.22,1
4730,7.8,27,4.21,1
4731,7.3,67,4.88,1
4732,6.7,101,4.84,1
4733,7.0,157,4.64,1
4734,7.4,18,4.65,1
4735,7.2,7,4.27,1
4736,7.5,23,4.33,1
4737,7.3,56,4.62,1
4738,6.7,19,4.38,1
4739,7.6,21,4.77,1
4740,7.1,7,4.32,1
4741,7.4,110,4.61,1
4742,7.1,4,4.39,1
4743,6.8,76,4.91,1
4744,6.7,93,4.67,1
4745,7.9,150,4.64,1
4746,7.5,9,4.35,1
4747,7.9,51,4.63,1
4748,7.7,114,4.46,1
4749,6.8,89,4.9,1
4750,7.4,118,4.7,1
4751,7.9,167,4.54,1
4752,7.2,167,4.93,1
4753,7.2,147,4.45,1
4754,7.6,53,4.64,1
4755,7.4,141,4.38,1
4756,7.5,89,4.56,1
4757,6.9,35,4.33,1
4758,7.4,35,4.36,1
4759,7.1,5,4.59,1
4760,7.8,18,4.39,1
4761,6.7,131,4.92,1
4762,7.5,108,4.9,1
4763,7.8,109,4.23,1
4764,7.8,4,4.35,1
4765,7.8,72,4.54,1
4766,7.7,31,4.54,1
4767,7.1,156,4.25,1
4768,7.2,118,4.79,1
4769,6.8,20,4.83,1
4770,7.7,55,4.74,1
4771,7.9,121,4.67,1
4772,7.8,50,4.31,1
4773,7.7,90,4.32,1
4774,7.7,76,4.52,1
4775,6.7,18,4.97,1
4776,7.2,104,4.24,1
4777,7.5,121,4.62,1
4778,7.4,89,4.49,1
4779,6.7,70,4.59,1
4780,7.4,126,4.78,1
4781,7.9,83,4.75,1
4782,7.9,60,4.91,1
4783,6.9,163,4.78,1
4784,7.5,125,4.87,1
4785,7.2,95,4.85,1
4786,7.7,51,4.6,1
4787,7.5,63,4.32,1
4788,7.1,111,4.85,1
4789,7.0,69,4.3,1
4790,7.6,8,4.64,1
4791,7.8,153,4.68,1
4792,7.5,134,4.7,1
4793,7.4,65,4.52,1
4794,6.7,77,4.61,1
4795,6.8,62,4.29,1
4796,7.0,89,4.21,1
4797,7.3,27,4.84,1
4798,7.2,14,4.98,1
4799,7.5,40,4.8,1
4800,7.4,60,4.44,1
4801,7.2,124,4.46,1
4802,7.5,167,4.53,1
4803,7.4,36,4.39,1
4804,7.2,63,4.62,1
4805,7.8,167,4.58,1
4806,7.8,44,4.5,1
4807,6.8,138,4.22,1
4808,7.3,15,4.39,1
4809,7.2,54,4.57,1
4810,7.8,9,4.53,1
4811,7.2,146,4.37,1
4812,6.9,23,4.87,1
4813,7.8,43,4.71,1
4814,7.2,156,4.34,1
4815,7.1,165,4.5,1
4816,6.7,152,4.24,1
4817,7.9,48,4.79,1
4818,7.3,7,4.83,1
4819,6.7,157,4.76,1
4820,7.5,92,4.28,1
4821,7.9,91,4.99,1
4822,7.7,87,4.55,1
4823,7.0,11,4.25,1
4824,7.7,0,4.87,1
4825,7.1,27,4.49,1
4826,7.2,63,4.45,1
4827,7.5,73,4.56,1
4828,7.0,3,4.22,1
4829,7.1,12,4.9,1
4830,7.5,20,4.45,1
4831,6.7,65,4.7,1
4832,7.5,58,4.54,1
4833,7.7,59,4.83,1
4834,6.7,20,4.59,1
4835,6.8,92,4.38,1
4836,7.5,28,4.41,1
4837,7.3,41,4.44,1
4838,6.9,6,4.91,1
4839,7.1,143,4.48,1
4840,7.0,14,4.59,1
4841,7.8,115,4.37,1
4842,7.7,125,4.36,1
4843,6.9,77,4.53,1
4844,7.0,129,4.82,1
4845,7.4,57,4.6,1
4846,7.0,62,4.24,1
4847,7.1,168,4.77,1
4848,7.3,0,4.46,1
4849,7.1,102,4.39,1
4850,7.5,96,4.66,1
4851,7.4,131,4.51,1
4852,7.7,115,4.99,1
4853,6.9,25,4.35,1
4854,7.5,140,4.4,1
4855,6.7,167,4.4,1
4856,6.8,33,4.27,1
4857,7.7,3,4.48,1
4858,7.6,128,4.83,1
4859,7.0,155,4.84,1
4860,7.3,163,4.41,1
4861,7.4,107,4.39,1
4862,7.9,102,4.84,1
4863,6.9,44,4.5,1
4864,7.0,54,4.94,1
4865,6.9,133,4.26,1
4866,7.2,1,4.62,1
4867,7.3,26,4.44,1
4868,7.1,104,4.81,1
4869,6.8,99,4.97,1
4870,6.8,56,4.44,1
4871,6.9,6,4.98,1
4872,7.0,83,4.89,1
4873,7.9,126,4.79,1
4874,7.5,49,4.88,1
4875,7.8,50,4.63,1
4876,7.7,162,4.31,1
4877,7.4,102,4.73,1
4878,7.5,165,4.89,1
4879,7.9,18,4.23,1
4880,7.7,139,4.34,1
4881,7.2,143,4.92,1
4882,7.2,123,4.8,1
4883,7.8,74,4.58,1
4884,7.8,89,4.33,1
4885,7.8,127,4.56,1
4886,6.8,116,4.75,1
4887,7.0,82,4.34,1
4888,6.7,32,4.29,1
4889,7.4,102,4.5,1
4890,7.2,69,4.84,1
4891,7.3,117,4.92,1
4892,7.3,125,4.81,1
4893,7.4,113,4.35,1
4894,7.7,18,4.42,1
4895,7.2,42,4.35,1
4896,6.8,39,4.9,1
4897,7.4,27,4.93,1
4898,7.0,154,4.98,1
4899,7.7,91,4.48,1
4900,7.0,131,4.53,1
4901,7.7,18,4.82,1
4902,7.5,44,4.94,1
4903,7.0,165,4.9,1
4904,7.9,126,4.27,1
4905,7.3,39,4.95,1
4906,7.2,119,4.3,1
4907,7.7,25,4.37,1
4908,7.7,119,4.21,1
4909,6.7,53,4.33,1
4910,7.7,23,4.59,1
4911,7.7,2,4.36,1
4912,7.9,49,4.44,1
4913,7.6,98,4.74,1
4914,7.2,53,4.27,1
4915,7.4,113,4.95,1
4916,6.8,96,4.86,1
4917,7.4,29,4.77,1
4918,7.2,109,4.99,1
4919,7.5,145,4.93,1
4920,6.7,55,4.92,1
4921,7.8,79,4.21,1
4922,6.9,53,4.77,1
4923,7.6,31,4.32,1
4924,6.7,39,4.46,1
4925,7.8,161,4.59,1
4926,7.7,22,4.29,1
4927,7.3,132,4.59,1
4928,7.9,56,4.75,1
4929,7.3,62,4.59,1
4930,7.4,61,4.41,1
4931,7.9,8,4.54,1
4932,6.8,35,4.96,1
4933,7.8,64,4.57,1
4934,7.5,143,4.74,1
4935,7.3,12,4.73,1
4936,7.4,37,4.22,1
4937,7.1,78,4.99,1
4938,7.2,85,4.22,1
4939,7.2,165,4.87,1
4940,7.2,154,4.3,1
4941,6.8,11,4.57,1
4942,7.0,153,4.73,1
4943,7.7,104,4.61,1
4944,7.6,168,4.61,1
4945,6.9,112,4.73,1
4946,7.3,144,4.28,1
4947,7.5,12,4.99,1
4948,7.9,49,4.95,1
4949,7.0,143,4.76,1
4950,7.8,32,4.87,1
4951,7.8,118,4.68,1
4952,7.2,108,4.54,1
4953,7.3,5,4.47,1
4954,7.2,70,4.86,1
4955,6.8,72,4.42,1
4956,6.8,74,4.57,1
4957,7.2,160,4.47,1
4958,7.5,44,4.63,1
4959,7.1,89,4.41,1
4960,7.8,63,4.82,1
4961,7.5,136,4.83,1
4962,7.1,74,4.95,1
4963,6.9,93,4.34,1
4964,7.1,25,4.53,1
4965,7.1,18,4.5,1
4966,6.8,166,4.83,1
4967,6.8,79,4.41,1
4968,7.2,71,4.46,1
4969,7.8,4,4.71,1
4970,7.9,131,4.87,1
4971,7.3,124,4.31,1
4972,7.9,115,4.37,1
4973,7.4,49,4.46,1
4974,7.9,108,4.33,1
4975,7.7,143,4.72,1
4976,7.0,43,4.74,1
4977,7.3,9,4.86,1
4978,7.0,21,4.26,1
4979,7.8,87,4.57,1
4980,7.0,36,4.72,1
4981,6.8,21,4.98,1
4982,6.9,141,4.34,1
4983,6.8,60,4.74,1
4984,6.9,114,4.81,1
4985,7.5,69,4.99,1
4986,6.7,26,4.52,1
4987,7.0,23,4.27,1
4988,6.7,147,4.94,1
4989,7.0,2,4.67,1
4990,7.1,32,4.5,1
4991,7.3,72,4.3,1
4992,7.2,65,4.68,1
4993,7.7,7,4.31,1
4994,7.5,136,4.92,1
4995,7.9,137,4.65,1
4996,7.1,145,4.42,1
4997,7.1,79,4.59,1
4998,7.4,37,4.25,1
4999,7.8,148,4.58,1
